"last_name, first_name","player_id","year","pa","home_run","walk","batting_avg","slg_percent","on_base_percent","xba","xslg","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","flareburner_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","oz_swing_percent","oz_contact_percent","iz_contact_percent","whiff_percent","hp_to_1b",""
"Eaton, Adam","594809","2015","689","14","58",".287",".431",".361",".251",".350",".332","88.1","7.5",26.7,3.1,2.5,27.4,2.3,30.9,60.8,27.7,67.8,85,18.2,"4.13",
"Gattis, Evan","594828","2015","604","27","30",".246",".463",".285",".244",".415",".285","88.9","10.6",29.6,7.1,7.3,21.5,3.3,39.2,68.7,36.4,65.6,81.5,25,"4.53",
"Kiermaier, Kevin","595281","2015","535","10","24",".263",".420",".298",".268",".378",".304","87.6","9",29.7,2.4,4.1,28,2.9,30.9,71.5,31.5,66.7,82.7,20.9,"4.05",
"Betts, Mookie","605141","2015","654","18","46",".291",".479",".341",".283",".445",".336","90.4","15.4",33.4,5.5,4.2,28.2,1.9,37.5,54.2,23.5,70.1,90.5,14.7,"4.2",
"Peterson, Jace","607054","2015","597","6","56",".239",".335",".314",".241",".353",".318","87.1","9.8",33,3.3,4.1,24.9,3.6,26.3,62.3,26.6,62,82.1,22.5,"4.29",
"Pillar, Kevin","607680","2015","628","12","28",".278",".399",".314",".259",".354",".299","85.8","14.1",28.4,1.8,3.5,27.8,5.3,26.5,63.1,38.9,69.3,87.6,18.1,"4.3",
"Russell, Addison","608365","2015","523","13","42",".242",".389",".307",".204",".331",".273","86.7","15.1",34.3,5.2,5.8,22.5,3.3,29.2,68.4,28,46.6,77.8,31,"4.4",
"Duffy, Matt","622110","2015","612","12","30",".295",".428",".334",".281",".419",".324","88","7.5",32.4,4,5.8,27,3.3,32,62.8,29.7,64.9,90,18.1,"4.37",
"Ortiz, David","120074","2016","626","38","80",".315",".620",".401",".312",".641",".403","93.2","16.9",39.3,15.5,8.1,20.7,0.9,47.2,68.2,26.7,67.9,87.6,19.3,"4.75",
"Beltre, Adrian","134181","2016","640","32","48",".300",".521",".358",".290",".509",".350","90.1","14.5",34.2,8.5,5.6,25,2.1,40.4,64.7,34.4,77.7,89,15.2,"4.54",
"Beltran, Carlos","136860","2016","593","29","35",".295",".513",".337",".268",".434",".314","90.1","12.6",32.5,6.8,4,25.5,1.3,38.5,66.1,28.5,67.4,87.1,19.6,"4.47",
"Werth, Jayson","150029","2016","606","21","71",".244",".417",".335",".247",".422",".343","91.4","15",31.9,7.4,6.4,23.5,1.3,44.6,52.7,22.5,67.7,83.7,20.9,"4.61",
"Martinez, Victor","400121","2016","610","27","50",".289",".476",".351",".286",".506",".349","90","15.5",37.8,8.4,7.9,28.5,2.1,42.1,65.3,30.4,72.8,88.3,17.2,"4.76",
"Utley, Chase","400284","2016","565","14","40",".252",".396",".319",".259",".389",".326","87.7","11.9",35.6,4.3,6,32.1,3.3,33.8,58.6,21.4,60.4,88,18.8,"4.28",
"Pujols, Albert","405395","2016","650","31","49",".268",".457",".323",".285",".523",".343","91.6","11.7",31.5,9.2,7.8,22.9,0.4,44.1,62.4,30.6,73,90.4,15.7,"5.02",
"Mauer, Joe","408045","2016","576","11","79",".261",".389",".363",".281",".449",".381","89.9","3.8",36.5,6,7.2,28.5,1.7,42.9,50.7,21,74.1,88.2,15.3,"4.48",
"Cabrera, Miguel","408234","2016","679","38","75",".316",".563",".393",".332",".677",".409","93.6","12.3",40.1,15.9,7.4,25.2,1.9,50.6,70.9,30.7,65.2,84,22.5,"4.86",
"Gonzalez, Adrian","408236","2016","633","18","55",".285",".435",".349",".271",".423",".339","88.2","9.6",38.9,4.6,7,30.2,3.5,33.9,71.4,30.2,63.7,84,22.9,"4.81",
"Phillips, Brandon","408252","2016","584","11","18",".291",".416",".320",".262",".373",".295","86.4","10.3",35.1,2.7,4.1,25.3,2,25.5,75.4,40.7,68.6,87.6,19,"4.67",
"Upton Jr., B.J.","425834","2016","538","20","37",".238",".402",".291",".231",".394",".286","88.3","9.2",31.4,5.8,6.4,25.9,4.7,36.6,69.2,28.4,50.6,70.1,34.6,"4.4",
"Molina, Yadier","425877","2016","581","8","39",".307",".427",".360",".281",".417",".337","87.8","9.4",35.5,3.6,5.7,28.8,2.7,28.1,72,35,80.1,86.9,15.2,"4.81",
"Cano, Robinson","429664","2016","715","39","47",".298",".533",".350",".283",".478",".338","90.1","11.5",32.7,7.3,5.9,26.3,3.6,42.8,70.3,34.6,68,91.4,17.3,"4.61",
"Encarnacion, Edwin","429665","2016","701","42","87",".263",".529",".357",".263",".536",".360","90.8","15.8",35.9,12.3,6.6,21,1.7,40.8,65,21.4,57.5,83,23.6,"4.69",
"Bautista, Jose","430832","2016","517","22","87",".234",".452",".366",".252",".432",".383","91.5","14.8",30.6,8.3,8.3,24.4,2.8,45.7,56.5,18.8,57.6,86.4,21.2,"4.79",
"Jones, Adam","430945","2016","672","29","39",".265",".436",".310",".260",".460",".308","88.7","14.7",31.8,8,5.5,23.4,3.1,34.7,82.6,42.6,59.4,83,26.1,"4.4",
"Martin, Russell","431145","2016","535","20","64",".231",".398",".335",".224",".411",".332","89.2","10",29.4,9.3,6.4,22.7,2.9,40.3,56.8,19.1,50.2,75.8,29.9,"4.74",
"Granderson, Curtis","434158","2016","633","30","74",".237",".464",".335",".245",".426",".343","87.8","18.7",33.8,6.9,6.7,24.5,4,33.1,56.8,20.2,56.4,87,22,"4.25",
"Pagan, Angel","434636","2016","541","12","42",".277",".418",".331",".285",".390",".341","85.7","12.4",36.1,3,2.3,29.4,2.3,21.8,57.9,23.3,77.2,92.4,11.6,"4.17",
"Ramirez, Hanley","434670","2016","620","30","60",".286",".505",".361",".262",".472",".342","90.6","9.3",29.6,10.4,7.2,20.6,2.8,42,65.9,29.6,58.6,85.2,23.9,"4.47",
"Morales, Kendrys","434778","2016","618","30","48",".263",".468",".327",".291",".555",".356","92.8","11.3",34.5,10.8,8.6,28,1.8,49.9,66.9,33.1,62.7,84.3,24,"4.83",
"Kendrick III, Howie","435062","2016","543","8","50",".255",".366",".326",".268",".416",".342","90.5","1.7",26.9,5.8,5.6,26.1,3,42.1,67.2,28.4,61.5,86.6,20.8,"4.47",
"Napoli, Mike","435063","2016","645","34","78",".239",".465",".335",".220",".471",".321","89.6","18.5",33.2,13.3,7.1,19,4.1,39.4,63.6,24.6,56.5,74.7,30.5,"4.82",
"Kinsler, Ian","435079","2016","679","28","45",".288",".484",".348",".267",".417",".329","87.1","18.3",37.4,3.8,7.5,30,3.8,30.8,62.5,25.1,64.9,90.7,15.9,"4.46",
"Desmond, Ian","435622","2016","677","22","44",".285",".446",".335",".258",".424",".313","90.7","4.8",28.4,7.5,4.9,24.4,1.9,43.6,62.2,29.2,52.1,80.7,27.4,"4.31",
"Cruz Jr., Nelson","443558","2016","667","43","62",".287",".555",".360",".279",".595",".356","94.6","11.2",34.8,16.5,8.5,16.9,1.1,52.4,68.7,28,51.4,79.6,29.1,"4.54",
"Trumbo, Mark","444432","2016","667","47","51",".256",".533",".316",".267",".549",".327","92.8","15.1",31.8,15.6,5.6,20.8,1.1,44.7,69.2,31.3,52.5,79.8,29.3,"4.59",
"Escobar, Alcides","444876","2016","682","7","27",".261",".350",".292",".244",".322",".277","84","9.4",31.7,1.4,2.9,24.5,4.1,17.6,69.7,38.5,67.7,83.1,20.5,"4.34",
"Prado, Martin","445988","2016","658","8","49",".305",".417",".359",".284",".370",".341","87.9","8.6",31.2,1.3,3.9,30,2.1,30.8,51.6,26.9,81,93.7,10.4,"4.54",
"Longoria, Evan","446334","2016","685","36","42",".273",".521",".318",".269",".541",".319","90.8","18.1",38.1,12.1,7.9,21,1.6,41.5,64.5,32.5,59.6,81,26.1,"4.35",
"Cozart, Zack","446359","2016","508","16","37",".252",".425",".308",".240",".362",".298","86.3","15.2",31.4,2.3,6.5,23.6,3.6,27.5,65.8,27.1,61.1,89,18.7,"4.51",
"Davis, Chris","448801","2016","665","38","88",".221",".459",".332",".220",".493",".334","91.1","17.2",35.7,15.1,8,20,3.7,44,62.3,27.4,44.7,73.1,36.9,"4.51",
"Zobrist, Ben","450314","2016","631","18","96",".272",".446",".386",".276",".418",".393","89.2","9.5",32.5,4.5,4.7,27.2,2,35.6,55.1,18.9,73.6,91.5,12.8,"4.3",
"Fowler, Dexter","451594","2016","551","13","79",".276",".447",".393",".255",".407",".378","88.1","12.4",37.1,5.6,6.2,26.7,1.8,33.8,62.6,17.8,58.8,83.2,21.9,"4.27",
"Headley, Chase","452104","2016","529","14","51",".253",".385",".331",".241",".377",".323","87.2","11.9",33.6,5.9,4.8,25.4,4.8,33.1,65.6,23.8,53.9,83,24.8,"4.62",
"Span, Denard","452655","2016","637","11","53",".266",".381",".331",".280",".389",".347","86","6.6",29.5,2.8,3.2,27.1,4.8,29.7,64.5,24.7,70.1,91.2,13.9,"4.29",
"Cabrera, Asdrubal","452678","2016","568","23","38",".280",".474",".336",".254",".423",".314","88.9","15.5",36.4,5.7,7.4,25.2,1.4,33.3,72.5,32.4,62.5,83.5,22.9,"4.68",
"Ellsbury, Jacoby","453056","2016","616","9","54",".263",".374",".330",".267",".360",".334","86.9","10.7",30.8,1.7,3.2,27.8,3.6,31.4,66.8,25.2,62.4,90.4,16.7,"4.29",
"Tulowitzki, Troy","453064","2016","544","24","43",".254",".443",".318",".266",".490",".331","90","14.2",33.7,9.6,7.3,24.1,0.5,40.8,61.5,26.6,69.5,83,20.8,"4.61",
"Blackmon, Charlie","453568","2016","641","29","43",".324",".552",".381",".296",".486",".358","87.7","15.2",39.1,6.8,5.6,28,3.5,33.5,63.9,32,70.5,88.6,16.9,"4.2",
"Frazier, Todd","453943","2016","666","40","64",".225",".464",".302",".220",".427",".299","89.1","20.5",31.7,10.1,4.1,21.1,3,35.6,64.9,30.1,58.2,78.5,28.3,"4.49",
"Markakis, Nick","455976","2016","684","13","71",".269",".397",".346",".276",".415",".358","90.7","10.7",37.7,4.9,5.7,29.2,1.6,42.6,61.1,21.3,78.1,90.6,12.8,"4.54",
"Pedroia, Dustin","456030","2016","698","15","61",".318",".449",".376",".285",".403",".348","88.6","8.6",35.3,2.5,3.9,30.9,0.7,28.9,58.4,24.7,81,90.2,12.2,"4.36",
"Nunez, Eduardo","456488","2016","595","16","29",".288",".432",".325",".255",".390",".299","89.6","8.4",28.8,4.4,3.4,22.4,2.5,37,70.5,37,71.4,86.6,16.9,"4.16",
"McCutchen, Andrew","457705","2016","675","24","69",".256",".430",".336",".259",".457",".342","89.6","16.5",32.3,8.5,7.4,24,2.8,41.7,69,23.8,55.5,81.3,25.5,"4.31",
"Upton, Justin","457708","2016","626","31","50",".246",".465",".310",".253",".488",".317","91.3","15.5",33.3,12.5,7.4,22.4,2.8,45.5,64.6,23.3,51.8,75.2,30.8,"4.51",
"Turner, Justin","457759","2016","622","27","48",".275",".493",".339",".276",".486",".342","90.6","17",37.4,8.8,5.3,27.1,2,41.4,63.9,23.4,73.6,83.9,18.5,"4.59",
"Posey III, Buster","457763","2016","614","14","64",".288",".434",".362",".288",".480",".366","90.5","9.9",32.6,6.9,6.3,27.1,2.7,43.2,66.5,26.7,73.9,90.6,14.1,"4.62",
"Espinosa, Danny","457787","2016","601","24","54",".209",".378",".306",".197",".361",".300","90.1","14.8",26.6,8.2,4.8,19,4.5,33.4,70,32.3,47.5,75.2,32.3,"4.28",
"Bruce, Jay","457803","2016","589","33","44",".250",".506",".309",".249",".466",".309","88.9","14.8",35.8,8.4,8.9,22.8,1.9,38.2,76,31.9,62,79.9,25.9,"4.35",
"Votto, Joey","458015","2016","677","29","108",".326",".550",".434",".301",".532",".416","89.6","11.6",40.5,9.7,6.5,32,2.3,39.9,66.6,19.9,74.4,83.2,18.5,"4.7",
"Gardner, Brett","458731","2016","634","7","70",".261",".362",".351",".252",".345",".344","86.5","7.4",27.8,2.4,2.2,27.8,4,24,53.7,22.7,73.4,88.7,15,"4.04",
"Saunders, Michael","459431","2016","558","24","59",".253",".478",".338",".234",".404",".323","90","11.1",33.2,7.7,9.5,22.3,3.6,44.5,68.5,23.2,44.5,80.3,29.1,"4.3",
"Braun, Ryan","460075","2016","564","30","46",".305",".538",".365",".282",".470",".348","90","4.6",27.2,8.4,5.5,23.6,2.4,38.9,72.3,34.4,65,87.8,20.9,"4.39",
"Gordon, Alex","460086","2016","506","17","52",".220",".380",".312",".230",".423",".322","87.8","15.2",35.2,8.7,7.4,26.8,4,36.6,65.2,23.9,46.1,80.4,29.4,"4.5",
"Kemp, Matt","461314","2016","672","35","36",".268",".499",".304",".267",".522",".307","88.2","14.5",37.2,11.1,7.5,24.2,2.3,38,73.5,38.2,55.2,79.5,29.4,"4.77",
"Andrus, Elvis","462101","2016","568","8","47",".302",".439",".362",".278",".383",".343","87.4","9",32.4,1.8,5.4,27.5,3.6,31.8,60,25,67.3,89.2,16.1,"4.38",
"Cabrera, Melky","466320","2016","646","14","47",".296",".455",".345",".276",".384",".329","89.5","11.2",33.6,2.1,4.2,29.2,0.8,34.2,66.9,34.1,77.3,91,14,"4.5",
"Ramos, Wilson","467092","2016","523","22","35",".307",".496",".354",".280",".483",".332","90.8","4.8",32.7,7.4,9.3,21.6,3.7,43.2,71.2,28.2,64.5,87.3,19.1,"4.86",
"Santana, Carlos","467793","2016","688","34","99",".259",".498",".366",".275",".515",".382","90.8","14.4",29.3,9.8,7,22.3,1.6,43.2,60.7,18.8,64.7,85.9,19.2,"4.54",
"Gonzalez, Carlos","471865","2016","632","25","46",".298",".505",".350",".275",".465",".330","90.2","9",32.2,8.6,5.9,23.7,3.1,41.2,72.9,34.4,54.9,77.7,30.7,"4.3",
"Mercer, Jordy","474568","2016","584","11","51",".256",".374",".328",".245",".349",".322","86.9","11.1",27.9,2.2,3.8,23.4,4,26.3,60.1,27.6,73.1,89.7,15,"4.33",
"Belt, Brandon","474832","2016","655","17","104",".275",".474",".394",".266",".493",".391","87.2","21.2",42.2,11.3,7,26.6,6,32.4,78,23.5,52.9,82.7,25.2,"4.45",
"Carter, Chris","474892","2016","644","41","76",".222",".499",".321",".237",".536",".336","91.7","18.6",36.3,17.6,9.9,16.4,2.3,46.2,66.5,24.7,40.2,71.1,38.4,"4.65",
"Alonso, Yonder","475174","2016","532","7","45",".253",".367",".316",".259",".399",".324","88.6","11.2",33.3,4.1,7.5,24.8,3.9,37.4,68.3,25.7,64.3,89.3,17.6,"4.81",
"Escobar, Yunel","488862","2016","567","5","40",".304",".391",".355",".279",".382",".334","89.3","1.9",27.8,2.8,3.1,27.6,2,36.1,70,27.2,60,92,16.7,"4.6",
"Cespedes, Yoenis","493316","2016","543","31","51",".280",".530",".354",".282",".529",".358","91.7","16.3",32.9,9.8,6.4,27.3,1.9,47.5,64.6,33,63.4,83.1,24.7,"4.42",
"Ramirez, Alexei","493351","2016","506","6","21",".241",".333",".277",".243",".304",".280","84.5","9",30.9,0.5,1.7,22,3.1,23.9,65.3,32.6,71.9,88.9,16.6,"4.5",
"Davis, Khris","501981","2016","610","42","42",".247",".524",".307",".251",".564",".313","92","13.3",31.5,17,5.1,20.1,2.3,48.2,74.3,29.2,50.1,72.3,33.9,"4.63",
"Martinez, J.D.","502110","2016","517","22","49",".307",".535",".373",".294",".571",".366","91.5","13.4",38,14.2,8.9,25.8,2.1,47.2,75.6,31.3,48.2,81,29.3,"4.41",
"Valencia, Danny","502143","2016","517","17","41",".287",".446",".346",".277",".469",".338","90.1","9.8",35.2,7.8,7.8,26.8,2,41.1,60.3,29.4,48.7,84.2,28.2,"4.45",
"Murphy, Daniel","502517","2016","582","25","35",".347",".595",".390",".318",".564",".370","90.7","16.8",36.3,8.5,7.1,29,1,41.5,63.8,30.7,77.3,94,12,"4.38",
"Goldschmidt, Paul","502671","2016","704","24","110",".297",".489",".411",".271",".458",".392","91","11",33,7.8,7.6,27.9,1.8,42.6,59.5,20.8,66.5,81.5,22.9,"4.41",
"Gonzalez, Marwin","503556","2016","518","13","22",".254",".401",".293",".234",".390",".276","89.3","9.3",30.3,5.4,5.9,22.3,2.9,35.9,65.9,35,56.8,82.8,25.4,"4.42",
"Altuve, Jose","514888","2016","717","24","60",".338",".531",".396",".318",".526",".382","88.3","11.4",39.3,6.9,6.6,29.5,3.6,36.4,70.5,30.6,74.7,89.2,15.3,"4.16",
"Hernandez, Cesar","514917","2016","622","6","66",".294",".393",".371",".268",".349",".351","87","5",29.9,1.8,1.4,28.5,4.3,29.2,67.6,23.7,58.5,84.9,19.8,"4.08",
"Segura, Jean","516416","2016","694","20","39",".319",".499",".368",".274",".459",".329","89","7.9",31,5.9,5.7,22.7,1.7,33.8,63.4,30,70.3,87.7,16.9,"4.14",
"Castro, Starlin","516770","2016","610","21","24",".270",".433",".300",".262",".419",".295","88.5","8.9",32.3,5.4,4.9,25.6,3.7,34.2,68.1,35.1,61.3,84.6,23.3,"4.26",
"Marte, Starling","516782","2016","529","9","23",".311",".456",".362",".281",".435",".335","87.5","9.2",35.8,5.4,7,24.4,7.3,37,73.1,38.1,57.1,83.1,25.4,"4.11",
"Donaldson, Josh","518626","2016","700","37","109",".284",".549",".404",".279",".553",".401","92.2","14.9",32.4,12.3,6.7,24.2,2.6,49.2,63.3,23.4,59.8,82.7,24.1,"4.37",
"Freeman, Freddie","518692","2016","693","34","89",".302",".569",".400",".282",".568",".386","91.3","17.3",44.7,13.2,9.5,25.3,2.4,44.7,79.5,29.4,57.4,76.2,29.5,"4.5",
"Heyward, Jason","518792","2016","592","7","54",".230",".325",".306",".251",".349",".326","86.8","10.7",28.9,3,3,27.5,3.2,30.9,59.9,23.8,70,87.7,17,"4.3",
"LeMahieu, DJ","518934","2016","635","11","66",".348",".495",".416",".337",".490",".410","91.8","6.1",36.2,4.9,5.6,34.4,1.4,47.7,59.5,23.2,79.2,91.2,11.6,"4.53",
"Lucroy, Jonathan","518960","2016","544","24","47",".292",".500",".355",".274",".468",".341","87.6","14.5",37.6,7.4,5.3,28.2,3.6,35,56.7,28.3,67.4,86.8,19.5,"4.63",
"Moreland, Mitch","519048","2016","503","22","35",".233",".422",".298",".255",".474",".319","90.6","14.4",33.6,9.6,6.1,26.9,2,39.5,70,32.4,54.8,81.5,28.5,"4.42",
"Rizzo, Anthony","519203","2016","676","32","74",".292",".544",".385",".264",".486",".363","89.1","16.3",31.6,9.2,5.9,23.2,4,36.2,64,29.8,68,86.6,19.8,"4.47",
"Vogt, Stephen","519390","2016","532","14","35",".251",".406",".305",".260",".413",".314","85.9","19.4",40.7,5.1,5.1,24.6,3.4,26.8,60.1,30.9,69.9,88.8,17.2,"4.46",
"Galvis, Freddy","520471","2016","624","20","25",".241",".399",".274",".229",".344",".265","87.4","13.6",33.9,2.8,4.8,26.1,2.2,27.4,68.3,39.1,68.6,83.9,20.7,"4.24",
"Perez, Salvador","521692","2016","546","22","22",".247",".438",".288",".234",".394",".276","88.8","18.9",29.5,6.3,6,23.7,2.5,37.8,69.1,42.6,63.1,86.3,23.4,"4.69",
"Forsythe, Logan","523253","2016","567","20","46",".264",".444",".333",".271",".478",".340","90","13.6",38.9,7.5,8.8,26.9,1.3,38.9,57.5,18.8,62.9,81.4,22.7,"4.43",
"Inciarte, Ender","542255","2016","578","3","45",".291",".381",".351",".264",".330",".327","85.5","8.2",31.5,0.7,1.7,26.5,2.2,15,63.9,31.5,77.9,90.1,10.7,"4.12",
"Ozuna, Marcell","542303","2016","608","23","43",".266",".452",".321",".276",".469",".331","90.8","10.9",32.3,7.8,5.6,25.6,2.5,42.2,64.4,31.5,54.3,83.9,26.6,"4.39",
"Villar, Jonathan","542340","2016","679","19","79",".285",".457",".369",".242",".377",".335","90.3","4.7",28.8,6.4,5.7,22.9,4.5,38.2,66.4,22.4,52.6,77.6,26.7,"4.18",
"Crawford, Brandon","543063","2016","623","12","57",".275",".430",".342",".252",".408",".328","88.9","12.9",33.8,5.4,6.9,23.5,2.9,34.7,76.8,29.4,54.6,81.5,26.5,"4.36",
"Harrison, Josh","543281","2016","522","4","18",".283",".388",".311",".238",".350",".270","86.5","13",36.6,2.1,5.4,24.6,2.8,22.9,71.6,36.2,76.8,80.2,19.9,"4.23",
"Hosmer, Eric","543333","2016","667","25","57",".266",".433",".328",".260",".442",".325","92","4",26,9.2,6.1,20.8,1.5,44.2,69.9,31.4,55.3,84,26,"4.46",
"Kipnis, Jason","543401","2016","688","23","60",".275",".469",".343",".270",".453",".341","89.9","14.8",38.2,6.7,7.8,27.9,2.7,39.5,61,25.8,61.2,87.7,19.6,"4.35",
"Miller, Brad","543543","2016","601","30","47",".243",".482",".304",".242",".440",".305","90.6","12",29.6,9.7,6.7,21.6,3.2,42.5,70.3,29.1,59.5,78.9,26.9,"4.31",
"Rendon, Anthony","543685","2016","647","20","65",".270",".450",".348",".267",".454",".351","91.1","16.9",35.4,5.9,9,24.9,1.1,41.5,62.3,21.1,71.6,86.3,16.9,"4.25",
"Semien, Marcus","543760","2016","621","27","51",".238",".435",".300",".225",".411",".289","88","15.4",31.8,6.7,7.7,19.7,4.2,35.3,65.6,25.4,62,81.3,23.6,"4.22",
"Shaw, Travis","543768","2016","530","16","43",".242",".421",".306",".234",".420",".299","88.7","16",34.2,8,6.6,23.9,2,34.2,67.4,31.7,60.7,83.4,24.3,"4.46",
"Springer III, George","543807","2016","744","29","88",".261",".457",".359",".260",".471",".360","89.4","8.8",32.1,10.5,6,22.5,3.9,38.5,71.2,25.5,59.8,76.7,27.9,"4.3",
"Gregorius, Didi","544369","2016","597","20","19",".276",".447",".304",".248",".353",".278","86.1","14.6",32.4,2.9,2.9,24.1,3.3,25.3,74.4,38.7,71.1,86.9,18.5,"4.23",
"Trout, Mike","545361","2016","681","29","116",".315",".550",".441",".304",".573",".436","90.9","13.8",37.6,14.4,5.8,26.4,1.7,40.3,57.6,21.7,66.7,84.8,20.7,"4.24",
"Herrera, Odubel","546318","2016","656","15","63",".286",".420",".361",".236",".355",".318","87.7","10.3",30.7,4.2,4.6,25.2,4.9,30.9,68.7,34.5,62.3,82.7,23.3,"4.11",
"Harper, Bryce","547180","2016","627","24","108",".243",".441",".373",".250",".440",".386","88.9","15.2",30.1,7.3,4.5,22.6,3,36.1,67.4,24.3,63.1,83.4,23,"4.32",
"Martin, Leonys","547982","2016","576","15","44",".247",".378",".306",".223",".332",".288","87.6","12.9",30.3,5,4.5,23.9,5.8,31.3,70.3,33.1,51.9,73.7,28.5,"4.31",
"Abreu, Jose","547989","2016","695","25","47",".293",".468",".353",".280",".467",".344","89.7","10.3",32.7,7.9,5.3,25.8,3.1,39.4,68.1,37.5,62.3,85.7,23.8,"4.64",
"Suarez, Eugenio","553993","2016","627","21","51",".248",".411",".317",".236",".393",".308","86.6","16",38.3,6.3,3.9,25.4,3.9,29.1,61.5,25.8,57.1,82.7,24.8,"4.45",
"Polanco, Gregory","570256","2016","587","22","53",".258",".463",".323",".273",".441",".340","89.9","14",34.5,6,6.7,27.7,1.9,40,69,29.8,63.9,86.4,21.5,"4.27",
"Schoop, Jonathan","570731","2016","647","25","21",".267",".454",".298",".251",".409",".285","87.4","11.9",29.7,6.9,3.7,24.1,5.8,35.1,79.3,41.9,52.7,81.2,28.9,"4.53",
"Arenado, Nolan","571448","2016","696","41","68",".294",".570",".362",".263",".483",".337","89.5","18.8",32.7,9,5.5,22,1.7,39.8,67,32,69.7,87.5,18.9,"4.51",
"Gennett, Scooter","571697","2016","541","14","38",".263",".412",".317",".228",".337",".286","86.9","12.3",34.4,3.9,3.4,25.8,1.6,24.5,73.5,33.2,62.8,83.1,22.3,"4.52",
"Lamb, Jake","571875","2016","594","29","64",".249",".509",".332",".246",".469",".333","91.3","10.4",34.6,11.5,6.2,20.4,1.3,43.4,64.1,25.3,47.7,81.1,29,"4.38",
"Myers, Wil","571976","2016","676","28","68",".259",".461",".336",".252",".433",".333","88.6","10.1",36.7,7,7,22.7,3.8,39.2,57.6,24.9,69.1,82.4,21.8,"4.35",
"Piscotty, Stephen","572039","2016","648","22","51",".273",".457",".343",".263",".461",".334","88.3","13.7",33.4,8.6,6.9,23.9,4.4,37.8,72.4,33,59.4,81.1,25.8,"4.37",
"Seager, Kyle","572122","2016","676","30","69",".278",".499",".359",".293",".512",".374","90.3","16.8",36.3,9,7.7,26.9,2.4,41.3,61.3,24.2,67.9,86.3,18.5,"4.58",
"Carpenter, Matt","572761","2016","566","21","81",".271",".505",".380",".284",".540",".395","90.7","18.2",43,11.3,8.1,26.6,3,41.9,57.1,22.3,60.7,88.8,19.1,"4.36",
"Dickerson, Corey","572816","2016","548","24","33",".245",".469",".293",".230",".438",".280","89","18.1",34.1,11.1,5.6,20.6,2.9,38.1,74.8,41,66.8,73.5,29.1,"4.28",
"Dozier, Brian","572821","2016","691","42","61",".268",".546",".340",".235",".460",".311","88.1","18.8",31.2,8.3,7.4,20.2,3.9,36.2,61.2,28.2,65.6,81.8,23.2,"4.27",
"Iglesias, Jose","578428","2016","513","4","28",".255",".336",".306",".251",".312",".305","83.6","8.3",29,0.7,0.9,24.8,6.8,20.8,54.3,35.5,80,93.1,10.3,"4.09",
"Hechavarria, Adeiny","588751","2016","547","3","33",".236",".311",".283",".271",".358",".317","88.1","8",29.8,1.1,3.9,28,2,31.4,67,33.3,71.1,88.6,16,"4.36",
"Bryant, Kris","592178","2016","699","39","75",".292",".554",".385",".267",".548",".365","89.3","20.8",36.3,11.7,8,22.3,4.2,38.9,72.1,28.7,57.6,78.7,28.1,"4.24",
"Machado, Manny","592518","2016","696","37","48",".294",".533",".343",".289",".525",".342","90.3","14.5",34.9,9.3,8.6,23.6,3.6,43.2,70,30.6,61.9,85.1,22.3,"4.63",
"Realmuto, J.T.","592663","2016","545","11","28",".303",".428",".343",".266",".387",".311","88.6","9.8",28.4,3.9,3.4,28.4,2.2,35.2,66.2,30.2,66.5,86.5,19.5,"4.19",
"Yelich, Christian","592885","2016","659","21","72",".298",".483",".376",".301",".507",".384","92.6","2.7",31.9,9.7,7.2,26.5,2,49.9,63.4,20.9,49.8,85.6,24.4,"4.22",
"Bogaerts, Xander","593428","2016","719","21","58",".294",".446",".356",".257",".402",".324","89","11",28,5.3,4.7,24.2,2.3,32.7,58.4,32.4,65.5,88.1,20,"4.19",
"Calhoun, Kole","594777","2016","672","18","67",".271",".438",".348",".271",".454",".351","89.8","15.1",36.2,6.2,8.3,27,2.7,40.5,73,29.3,53.4,84.6,25.3,"4.52",
"Duvall, Adam","594807","2016","607","33","41",".241",".498",".297",".247",".491",".304","88.6","19.2",36.1,12.1,7.8,23,4.8,41.4,68.4,32.7,53.8,81.9,27.8,"4.36",
"Eaton, Adam","594809","2016","706","14","63",".284",".428",".362",".268",".397",".351","89.1","4.9",31.1,3.1,6,25.1,3.3,36.2,66.6,29.7,70.2,85.6,17,"4.07",
"Lindor, Francisco","596019","2016","684","15","57",".301",".435",".358",".288",".424",".352","88.7","7.9",34.6,4.1,3.9,27.7,2.4,33.5,68.8,28.5,71.5,86.6,17.1,"4.32",
"Odor, Rougned","596059","2016","632","33","19",".271",".502",".296",".253",".462",".282","89.6","14.3",31.2,7.8,8.4,21.3,2.7,37.6,69.1,41.7,60.3,86,23.6,"4.19",
